,Scopus SourceID,Title,CiteScore,Percentile,Citation Count,Scholarly Output,Percent Cited,SNIP,SJR,RANK,Rank Out Of,Publisher,Type,OpenAccess,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Quartile,Top 10% (CiteScore Percentile),Scopus SourceID.1,Print-ISSN,E-ISSN,Subject Area
3889,16574.0,Plant and Soil,3.7,92.0,4138.0,1119.0,87.0,1.435,1.361,31.0,389.0,Springer Nature,Journal,NO,1110.0,Plant Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16574,0032079X,15735036,Agricultural and Biological Sciences
3925,15011.0,Current Psychiatry Reports,3.69,91.0,1196.0,324.0,83.0,1.217,1.563,43.0,487.0,Springer Nature,Journal,NO,2738.0,Psychiatry and Mental health,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15011,15233812,15351645,Medicine
3935,16800154721.0,Journal of Hospitality and Tourism Research,3.69,97.0,262.0,71.0,77.0,1.906,2.150,22.0,979.0,SAGE,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16800154721,10963480,15577554,Social Sciences
3936,16800154721.0,Journal of Hospitality and Tourism Research,3.69,93.0,262.0,71.0,77.0,1.906,2.150,6.0,90.0,SAGE,Journal,NO,1409.0,"Tourism, Leisure and Hospitality Management",Quartile 1,Top 10%,https://www.scopus.com/sourceid/16800154721,10963480,15577554,"Business, Management and Accounting"
3941,12006.0,Journal of Vocational Behavior,3.68,97.0,971.0,264.0,86.0,1.790,1.688,23.0,979.0,Elsevier,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12006,00018791,10959084,Social Sciences
3942,12006.0,Journal of Vocational Behavior,3.68,94.0,971.0,264.0,86.0,1.790,1.688,3.0,46.0,Elsevier,Journal,NO,3319.0,Life-span and Life-course Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12006,00018791,10959084,Social Sciences
3943,12006.0,Journal of Vocational Behavior,3.68,92.0,971.0,264.0,86.0,1.790,1.688,16.0,202.0,Elsevier,Journal,NO,3202.0,Applied Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12006,00018791,10959084,Psychology
3944,12006.0,Journal of Vocational Behavior,3.68,92.0,971.0,264.0,86.0,1.790,1.688,13.0,173.0,Elsevier,Journal,NO,1407.0,Organizational Behavior and Human Resource Management,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12006,00018791,10959084,"Business, Management and Accounting"
3956,22773.0,Policy Sciences,3.68,98.0,261.0,71.0,82.0,1.880,1.479,3.0,213.0,Springer Nature,Journal,NO,3300.0,General Social Sciences,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22773,00322687,15730891,Social Sciences
3957,22773.0,Policy Sciences,3.68,97.0,261.0,71.0,82.0,1.880,1.479,25.0,1028.0,Springer Nature,Journal,NO,3312.0,Sociology and Political Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22773,00322687,15730891,Social Sciences
3958,22773.0,Policy Sciences,3.68,97.0,261.0,71.0,82.0,1.880,1.479,4.0,117.0,Springer Nature,Journal,NO,3321.0,Public Administration,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22773,00322687,15730891,Social Sciences
3959,22773.0,Policy Sciences,3.68,96.0,261.0,71.0,82.0,1.880,1.479,7.0,204.0,Springer Nature,Journal,NO,3303.0,Development,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22773,00322687,15730891,Social Sciences
3960,22773.0,Policy Sciences,3.68,92.0,261.0,71.0,82.0,1.880,1.479,20.0,261.0,Springer Nature,Journal,NO,2308.0,"Management, Monitoring, Policy and Law",Quartile 1,Top 10%,https://www.scopus.com/sourceid/22773,00322687,15730891,Environmental Science
3965,68623.0,Annual Review of Anthropology,3.68,99.0,346.0,94.0,87.0,2.867,1.657,2.0,771.0,Annual Reviews Inc.,Book Series,NO,3316.0,Cultural Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/68623,00846570,15454290,Social Sciences
3966,68623.0,Annual Review of Anthropology,3.68,98.0,346.0,94.0,87.0,2.867,1.657,4.0,313.0,Annual Reviews Inc.,Book Series,NO,3314.0,Anthropology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/68623,00846570,15454290,Social Sciences
3967,68623.0,Annual Review of Anthropology,3.68,96.0,346.0,94.0,87.0,2.867,1.657,8.0,249.0,Annual Reviews Inc.,Book Series,NO,1201.0,Arts and Humanities (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/68623,00846570,15454290,Arts and Humanities
3981,15112.0,Freshwater Biology,3.67,96.0,2115.0,577.0,87.0,1.418,1.603,7.0,199.0,Wiley-Blackwell,Journal,NO,1104.0,Aquatic Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15112,00465070,13652427,Agricultural and Biological Sciences
3982,24674.0,Oikos,3.67,90.0,1896.0,516.0,87.0,1.322,2.172,52.0,561.0,Wiley-Blackwell,Journal,YES,1105.0,"Ecology, Evolution, Behavior and Systematics",Quartile 1,Top 10%,https://www.scopus.com/sourceid/24674,00301299,16000706,Agricultural and Biological Sciences
3984,16816.0,Journal of Psychiatry and Neuroscience,3.67,90.0,649.0,177.0,79.0,1.045,2.323,44.0,487.0,Canadian Medical Association/Association Medical Canadienne,Journal,YES,2738.0,Psychiatry and Mental health,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16816,11804882,14882434,Medicine
3987,4700152497.0,European Review of Aging and Physical Activity,3.67,92.0,143.0,39.0,77.0,1.900,1.308,8.0,94.0,Springer Nature,Journal,YES,2717.0,Geriatrics and Gerontology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/4700152497,18137253,18616909,Medicine
4024,21100823476.0,Digital Communications and Networks,3.66,98.0,205.0,56.0,79.0,2.602,0.531,5.0,285.0,Chongqing University of Posts and Telecommunications,Journal,YES,3315.0,Communication,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100823476,24685925,23528648,Social Sciences
4030,28640.0,Birth Defects Research Part C - Embryo Today: Reviews,3.65,97.0,299.0,82.0,74.0,1.454,1.441,1.0,17.0,Wiley-Blackwell,Journal,NO,2710.0,Embryology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28640,1542975X,15429768,Medicine
4042,33722.0,Journal of Agricultural and Food Chemistry,3.64,94.0,14259.0,3921.0,88.0,1.343,1.269,11.0,177.0,American Chemical Society,Journal,NO,1100.0,General Agricultural and Biological Sciences,Quartile 1,Top 10%,https://www.scopus.com/sourceid/33722,00218561,15205118,Agricultural and Biological Sciences
4046,18927.0,Journal of Human Evolution,3.64,98.0,1431.0,393.0,83.0,1.262,2.658,5.0,313.0,Elsevier,Journal,NO,3314.0,Anthropology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18927,00472484,10958606,Social Sciences
4047,18927.0,Journal of Human Evolution,3.64,90.0,1431.0,393.0,83.0,1.262,2.658,54.0,561.0,Elsevier,Journal,NO,1105.0,"Ecology, Evolution, Behavior and Systematics",Quartile 1,Top 10%,https://www.scopus.com/sourceid/18927,00472484,10958606,Agricultural and Biological Sciences
4048,12872.0,Cognitive Psychology,3.64,99.0,364.0,100.0,91.0,1.824,2.733,6.0,671.0,Elsevier,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12872,00100285,10955623,Social Sciences
4049,12872.0,Cognitive Psychology,3.64,93.0,364.0,100.0,91.0,1.824,2.733,19.0,283.0,Elsevier,Journal,NO,3204.0,Developmental and Educational Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12872,00100285,10955623,Psychology
4050,12872.0,Cognitive Psychology,3.64,92.0,364.0,100.0,91.0,1.824,2.733,10.0,125.0,Elsevier,Journal,NO,3205.0,Experimental and Cognitive Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12872,00100285,10955623,Psychology
4051,12872.0,Cognitive Psychology,3.64,90.0,364.0,100.0,91.0,1.824,2.733,6.0,58.0,Elsevier,Journal,NO,3206.0,Neuropsychology and Physiological Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12872,00100285,10955623,Psychology
4076,21100325079.0,Current Opinion in Insect Science,3.64,97.0,1067.0,293.0,78.0,1.099,2.041,4.0,135.0,Elsevier,Journal,NO,1109.0,Insect Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100325079,22145745,22145753,Agricultural and Biological Sciences
4077,21100325079.0,Current Opinion in Insect Science,3.64,90.0,1067.0,293.0,78.0,1.099,2.041,54.0,561.0,Elsevier,Journal,NO,1105.0,"Ecology, Evolution, Behavior and Systematics",Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100325079,22145745,22145753,Agricultural and Biological Sciences
4078,25019.0,Human-Computer Interaction,3.63,91.0,167.0,46.0,78.0,2.017,0.518,18.0,202.0,Taylor & Francis,Journal,NO,3202.0,Applied Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25019,07370024,15327051,Psychology
4082,15572.0,Information Systems Frontiers,3.63,90.0,802.0,221.0,67.0,1.806,0.821,11.0,114.0,Springer Nature,Journal,NO,2614.0,Theoretical Computer Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15572,13873326,15729419,Mathematics
4103,15298.0,Structural Equation Modeling,3.62,98.0,579.0,160.0,71.0,2.305,3.818,4.0,190.0,Taylor & Francis,Journal,NO,2000.0,"General Economics, Econometrics and Finance",Quartile 1,Top 10%,https://www.scopus.com/sourceid/15298,10705511,15328007,"Economics, Econometrics and Finance"
4104,15298.0,Structural Equation Modeling,3.62,97.0,579.0,160.0,71.0,2.305,3.818,26.0,1028.0,Taylor & Francis,Journal,NO,3312.0,Sociology and Political Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15298,10705511,15328007,Social Sciences
4105,15298.0,Structural Equation Modeling,3.62,95.0,579.0,160.0,71.0,2.305,3.818,12.0,238.0,Taylor & Francis,Journal,NO,2611.0,Modelling and Simulation,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15298,10705511,15328007,Mathematics
4119,19700188146.0,Food and Function,3.62,91.0,4470.0,1235.0,85.0,1.070,1.209,22.0,255.0,RSC,Journal,NO,1106.0,Food Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19700188146,2042650X,20426496,Agricultural and Biological Sciences
4131,23366.0,Reviews in Fish Biology and Fisheries,3.61,96.0,480.0,133.0,74.0,1.746,1.800,8.0,199.0,Springer Nature,Journal,NO,1104.0,Aquatic Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23366,09603166,15735184,Agricultural and Biological Sciences
4164,21100406884.0,IMA Fungus,3.6,93.0,353.0,98.0,71.0,1.583,2.361,4.0,52.0,International Mycological Association,Journal,YES,1101.0,Agricultural and Biological Sciences (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100406884,22106340,22106359,Agricultural and Biological Sciences
4165,21100406884.0,IMA Fungus,3.6,90.0,353.0,98.0,71.0,1.583,2.361,56.0,561.0,International Mycological Association,Journal,YES,1105.0,"Ecology, Evolution, Behavior and Systematics",Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100406884,22106340,22106359,Agricultural and Biological Sciences
4166,13357.0,Journal of the Learning Sciences,3.59,97.0,244.0,68.0,79.0,3.049,1.811,24.0,979.0,Taylor & Francis,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13357,10508406,15327809,Social Sciences
4167,13357.0,Journal of the Learning Sciences,3.59,92.0,244.0,68.0,79.0,3.049,1.811,21.0,283.0,Taylor & Francis,Journal,NO,3204.0,Developmental and Educational Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13357,10508406,15327809,Psychology
4203,16658.0,Preslia,3.58,91.0,197.0,55.0,76.0,2.016,1.328,35.0,389.0,Ceska Botanicka Spolecnost/Czech Botanical Society,Journal,NO,1110.0,Plant Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16658,00327786,2570950X,Agricultural and Biological Sciences
4222,22193.0,Genetics Selection Evolution,3.57,97.0,979.0,274.0,86.0,1.294,1.745,8.0,367.0,Springer Nature,Journal,YES,1103.0,Animal Science and Zoology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22193,0999193X,12979686,Agricultural and Biological Sciences
4228,5400152621.0,Sustainability Science,3.57,98.0,600.0,168.0,82.0,1.400,1.221,5.0,241.0,Springer Nature,Journal,NO,3306.0,Health(social science),Quartile 1,Top 10%,https://www.scopus.com/sourceid/5400152621,18624065,18624057,Social Sciences
4229,5400152621.0,Sustainability Science,3.57,97.0,600.0,168.0,82.0,1.400,1.221,28.0,1028.0,Springer Nature,Journal,NO,3312.0,Sociology and Political Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5400152621,18624065,18624057,Social Sciences
4230,5400152621.0,Sustainability Science,3.57,95.0,600.0,168.0,82.0,1.400,1.221,29.0,605.0,Springer Nature,Journal,NO,3305.0,"Geography, Planning and Development",Quartile 1,Top 10%,https://www.scopus.com/sourceid/5400152621,18624065,18624057,Social Sciences
4231,5400152621.0,Sustainability Science,3.57,91.0,600.0,168.0,82.0,1.400,1.221,23.0,261.0,Springer Nature,Journal,NO,2308.0,"Management, Monitoring, Policy and Law",Quartile 1,Top 10%,https://www.scopus.com/sourceid/5400152621,18624065,18624057,Environmental Science
4232,5400152621.0,Sustainability Science,3.57,90.0,600.0,168.0,82.0,1.400,1.221,12.0,124.0,Springer Nature,Journal,NO,2309.0,Nature and Landscape Conservation,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5400152621,18624065,18624057,Environmental Science
4235,6600153204.0,Brain Structure and Function,3.57,92.0,2358.0,660.0,84.0,0.986,2.034,3.0,35.0,Springer Nature,Journal,NO,2702.0,Anatomy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/6600153204,18632653,18632661,Medicine
4238,19400158590.0,Journal of Neurodevelopmental Disorders,3.57,96.0,453.0,127.0,88.0,1.042,1.710,11.0,272.0,Springer Nature,Journal,YES,2735.0,"Pediatrics, Perinatology, and Child Health",Quartile 1,Top 10%,https://www.scopus.com/sourceid/19400158590,18661947,18661955,Medicine
4239,19400158590.0,Journal of Neurodevelopmental Disorders,3.57,91.0,453.0,127.0,88.0,1.042,1.710,17.0,185.0,Springer Nature,Journal,YES,2734.0,Pathology and Forensic Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19400158590,18661947,18661955,Medicine
4242,13491.0,Development and Psychopathology,3.56,92.0,1211.0,340.0,83.0,1.382,2.068,22.0,283.0,Cambridge University Press,Journal,NO,3204.0,Developmental and Educational Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13491,09545794,14692198,Psychology
4243,13491.0,Development and Psychopathology,3.56,90.0,1211.0,340.0,83.0,1.382,2.068,47.0,487.0,Cambridge University Press,Journal,NO,2738.0,Psychiatry and Mental health,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13491,09545794,14692198,Medicine
4275,16646.0,Planta,3.55,90.0,2225.0,626.0,88.0,1.203,1.508,36.0,389.0,Springer Nature,Journal,NO,1110.0,Plant Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16646,00320935,14322048,Agricultural and Biological Sciences
4289,15061.0,Agricultural Systems,3.55,97.0,1310.0,369.0,86.0,1.601,1.156,9.0,367.0,Elsevier,Journal,NO,1103.0,Animal Science and Zoology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15061,0308521X,18732267,Agricultural and Biological Sciences
4290,15061.0,Agricultural Systems,3.55,92.0,1310.0,369.0,86.0,1.601,1.156,22.0,309.0,Elsevier,Journal,NO,1102.0,Agronomy and Crop Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15061,0308521X,18732267,Agricultural and Biological Sciences
4316,5400152645.0,Journal of Cancer Survivorship,3.54,90.0,874.0,247.0,89.0,1.394,1.803,2.0,15.0,Springer Nature,Journal,NO,2917.0,Oncology(nursing),Quartile 1,Top 10%,https://www.scopus.com/sourceid/5400152645,19322259,19322267,Nursing
4324,26261.0,Review of International Political Economy,3.53,98.0,459.0,130.0,80.0,2.072,2.100,5.0,436.0,Taylor & Francis,Journal,NO,3320.0,Political Science and International Relations,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26261,09692290,14664526,Social Sciences
4325,26261.0,Review of International Political Economy,3.53,97.0,459.0,130.0,80.0,2.072,2.100,29.0,1028.0,Taylor & Francis,Journal,NO,3312.0,Sociology and Political Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26261,09692290,14664526,Social Sciences
4326,26261.0,Review of International Political Economy,3.53,93.0,459.0,130.0,80.0,2.072,2.100,40.0,564.0,Taylor & Francis,Journal,NO,2002.0,Economics and Econometrics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26261,09692290,14664526,"Economics, Econometrics and Finance"
4332,17900156719.0,International Review of Sport and Exercise Psychology,3.53,90.0,127.0,36.0,78.0,2.036,0.930,19.0,202.0,Taylor & Francis,Journal,NO,3202.0,Applied Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17900156719,1750984X,17509858,Psychology
4333,21100203119.0,International Journal of Bio-Inspired Computation,3.53,91.0,346.0,98.0,73.0,1.870,0.721,18.0,195.0,Inderscience,Journal,NO,1700.0,General Computer Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100203119,17580366,17580374,Computer Science
4341,20744.0,LWT - Food Science and Technology,3.52,90.0,7623.0,2165.0,88.0,1.476,1.339,25.0,255.0,Elsevier,Journal,NO,1106.0,Food Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20744,00236438,10961127,Agricultural and Biological Sciences
4362,21100464901.0,Neurophotonics,3.52,92.0,489.0,139.0,78.0,1.131,1.485,20.0,270.0,SPIE,Journal,NO,2741.0,Radiology Nuclear Medicine and imaging,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100464901,23294248,2329423X,Medicine
4363,21100464901.0,Neurophotonics,3.52,90.0,489.0,139.0,78.0,1.131,1.485,5.0,47.0,SPIE,Journal,NO,3614.0,Radiological and Ultrasound Technology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100464901,23294248,2329423X,Health Professions
4365,21100779241.0,Physical Review D,3.52,96.0,37343.0,10617.0,79.0,1.058,1.801,2.0,40.0,American Physical Society,Journal,NO,3101.0,Physics and Astronomy (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100779241,24700010,24700029,Physics and Astronomy
4376,28181.0,Journal of Consumer Psychology,3.51,90.0,587.0,167.0,71.0,1.956,3.048,20.0,202.0,Elsevier,Journal,NO,3202.0,Applied Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28181,10577408,15327663,Psychology
4377,28181.0,Journal of Consumer Psychology,3.51,90.0,587.0,167.0,71.0,1.956,3.048,15.0,157.0,Elsevier,Journal,NO,1406.0,Marketing,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28181,10577408,15327663,"Business, Management and Accounting"
4381,20474.0,Prostate,3.51,97.0,1766.0,503.0,87.0,0.934,1.440,3.0,97.0,Wiley-Blackwell,Journal,NO,2748.0,Urology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20474,02704137,10970045,Medicine
4385,23552.0,Cultural Geographies,3.51,99.0,485.0,138.0,75.0,2.619,2.892,3.0,771.0,SAGE,Journal,NO,3316.0,Cultural Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23552,14744740,14770881,Social Sciences
4386,23552.0,Cultural Geographies,3.51,94.0,485.0,138.0,75.0,2.619,2.892,31.0,605.0,SAGE,Journal,NO,3305.0,"Geography, Planning and Development",Quartile 1,Top 10%,https://www.scopus.com/sourceid/23552,14744740,14770881,Social Sciences
4387,23552.0,Cultural Geographies,3.51,92.0,485.0,138.0,75.0,2.619,2.892,5.0,63.0,SAGE,Journal,NO,2301.0,Environmental Science (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/23552,14744740,14770881,Environmental Science
4388,27545.0,European Physical Journal C,3.51,93.0,6553.0,1865.0,70.0,1.326,2.022,4.0,51.0,Springer Nature,Journal,YES,2201.0,Engineering (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/27545,14346044,14346052,Engineering
4389,27545.0,European Physical Journal C,3.51,93.0,6553.0,1865.0,70.0,1.326,2.022,3.0,40.0,Springer Nature,Journal,YES,3101.0,Physics and Astronomy (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/27545,14346044,14346052,Physics and Astronomy
4390,130165.0,Journal of Integrative Plant Biology,3.51,90.0,994.0,283.0,84.0,1.137,1.782,37.0,389.0,Wiley-Blackwell,Journal,NO,1110.0,Plant Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/130165,16729072,17447909,Agricultural and Biological Sciences
